21,88537,43737,787,1
25,13039,2959,682,1
24,46171,19114,698,1
21,70048,24867,741,0
21,147707,46823,716,1
26,91360,39467,821,1
19,22079,6115,850,1
24,16952,8611,803,1
21,12569,4298,810,1
21,116119,45402,850,1
24,29011,6498,616,1
23,87099,35275,558,1
23,109594,28275,797,1
23,49656,21352,715,1
26,38754,18330,808,1
21,58290,26347,707,1
18,82624,20325,731,1
22,78990,25434,715,1
20,73946,24697,708,1
21,40982,18441,698,1
21,99022,50897,622,1
27,140578,26428,799,1
24,77861,16973,601,1
18,4936,1895,850,1
22,56721,32501,778,1
22,17625,6345,665,1
22,76383,33532,642,1
21,65918,14304,850,0
23,97384,54632,850,1
24,94706,41670,850,0
20,71339,27750,614,1
23,86713,34858,765,1
22,7325,1538,621,1
22,74568,29081,619,1
21,60158,32906,676,1
18,22118,9864,792,1
21,71496,33317,669,1
23,28063,9260,850,1
26,30353,8711,703,1
20,126056,26219,850,1
24,34232,10543,524,1
18,42867,11574,559,1
21,110895,52675,761,1
19,60522,19124,752,1
23,123373,69582,802,1
24,32646,9434,787,1
20,161575,73355,701,1
25,51621,22403,796,1
18,74186,27819,850,1
25,103826,41115,619,1
22,31042,12137,623,1
20,83856,15848,843,1
22,173606,48436,514,1
25,66515,28734,747,1
23,55892,19282,850,1
28,24073,11073,611,1
18,68306,35382,839,1
25,88068,30823,692,1
18,69298,14483,753,1
20,37591,12141,730,1
18,15617,7808,662,1
21,67586,31968,822,1
26,85495,24708,709,0
23,126858,51504,736,0
22,103530,56941,585,1
22,165020,82840,667,1
22,164750,74961,640,1
22,14441,3639,632,1
23,94243,37414,559,1
22,82431,23822,850,1
25,97564,34635,625,1
21,73386,26859,662,0
24,84624,41719,816,1
27,85925,27839,738,1
23,76221,18445,742,1
18,137335,60015,687,1
18,53394,23226,595,1
21,2732,491,635,1
22,39716,14814,822,0
25,89855,28663,809,1
26,19667,5664,636,1
19,38631,22096,815,0
22,90503,41812,752,1
20,36597,7758,603,1
27,97077,23007,635,1
21,100552,54700,617,1
22,61437,15973,850,1
22,14545,7025,702,1
20,31901,10623,823,1
23,117142,38188,675,1
19,5946,2752,789,1
18,9286,2460,833,1
24,72885,34911,799,1
27,89546,17461,850,1
18,4898,2703,663,1
18,22859,11749,551,1
18,104094,19569,787,1
22,2158,664,850,1
24,49402,14672,704,1
24,2603,1301,850,1
18,172261,85269,563,0
21,34615,19072,611,1
21,25887,10225,789,1
26,41196,15283,728,1
22,121743,33357,698,1
18,163753,52564,809,1
20,45775,11214,734,1
22,86750,40946,679,1
23,87352,39919,548,1
20,84106,38941,679,1
26,58264,23713,614,1
25,110566,43120,803,1
21,80939,41602,720,1
25,38773,17835,812,1
24,22498,10776,662,0
23,138654,31197,704,1
23,86356,20811,644,1
19,78622,44657,766,1
26,52304,15691,624,1
26,34651,14068,735,1
19,56649,29797,735,1
20,31928,11302,648,1
22,144814,36637,742,1
20,84016,37891,741,1
22,35717,15036,736,1
18,134949,65720,825,1
18,52876,30192,648,1
23,46057,19712,709,1
21,125185,52327,748,1
20,45905,12118,502,1
20,9877,3693,731,1
22,54352,20327,850,1
25,67847,37315,523,1
18,37020,17917,717,1
23,18477,8721,811,1
21,90989,41309,776,1
20,136277,59144,850,1
26,88281,50408,678,0
20,35399,7256,742,0
21,76302,31665,850,1
22,28239,7059,784,0
22,67859,28636,641,1
21,5784,3291,850,1
19,117021,27031,824,1
24,173709,48638,779,1
19,90135,31997,583,1
20,153114,64154,570,1
21,80113,20428,850,1
24,90848,25982,609,1
22,79269,27109,532,1
23,133512,59279,644,1
21,108311,31626,686,1
26,68227,14873,747,1
22,39554,9216,668,1
19,1580,853,822,1
23,160907,40870,659,1
23,60892,11934,722,1
22,80937,36826,761,1
18,16613,5316,618,0
20,77919,24388,445,1
18,93558,35177,747,1
20,6019,2347,603,1
26,94352,24908,691,1
21,49250,24083,850,1
23,37166,21184,564,1
28,100362,40746,641,1
19,127634,63817,684,0
30,33528,7577,665,1
31,99341,47882,850,1
35,47010,18898,661,1
36,318434,139474,614,1
21,6617,2448,834,1
30,66065,12354,660,1
27,32411,5769,755,0
37,148448,69622,734,1
25,144005,49249,634,1
25,29031,11815,687,1
27,175927,40463,626,1
31,162597,48941,650,0
39,113078,38898,648,1
21,26731,10852,620,1
29,197871,51644,650,0
30,169766,65869,678,0
30,106579,49772,693,1
27,156037,53676,720,1
32,31498,8693,660,1
24,10317,3053,786,0
30,6278,1199,654,1
28,16743,7969,836,1
36,306087,171714,623,1
32,142180,78625,667,1
29,42084,17001,816,1
23,172673,34189,610,1
34,89163,16762,682,0
37,143793,64994,627,1
28,221962,105431,810,1
33,183525,53589,774,1
34,143715,47713,677,1
30,86476,30439,850,1
18,82956,37413,703,1
26,126776,69219,707,1
28,23511,8793,623,1
26,167712,94086,836,1
33,191554,65319,650,1
34,187803,55777,839,1
23,119529,47931,630,1
32,26025,4554,590,1
30,43300,7534,727,1
33,51808,19117,823,1
42,74338,34864,705,1
38,115195,27761,761,0
32,123078,44185,772,1
31,131968,56482,754,1
38,10060,5180,774,0
29,159480,31417,810,1
25,104911,35564,772,1
22,103114,21138,850,1
37,170637,94532,734,1
30,45129,25588,690,0
30,47546,12219,806,1
26,195966,75250,660,1
26,51600,21414,742,1
32,62121,29445,789,1
29,92201,23695,663,1
25,240953,93971,720,1
25,145534,61269,806,1
30,107082,41333,507,1
31,274440,87820,579,1
37,168525,75836,605,1
41,114547,56357,837,1
30,131331,74202,837,1
34,29469,8428,832,1
30,78906,23119,663,1
23,58417,24009,578,1
25,130846,71311,701,1
31,36760,7572,841,0
23,79044,31696,573,1
39,57325,23961,709,1
18,80395,19294,832,1
30,136020,34549,850,1
23,129780,63073,850,1
28,44776,23910,699,1
28,131782,63914,774,1
34,68673,37358,739,1
33,16328,5306,762,1
21,52831,26468,606,1
27,8322,4726,842,1
27,82020,46915,817,0
21,23711,13325,777,1
27,146263,51923,850,1
38,73174,29050,687,0
23,2644,1044,685,1
25,119805,57746,755,1
39,35180,15971,823,1
30,156480,79178,721,0
35,79079,32501,848,0
31,95156,53572,733,1
31,104938,42604,850,1
32,46151,19706,669,1
30,27452,7549,676,0
29,56113,17451,639,1
34,200167,42035,617,1
26,97683,39463,574,1
30,52596,15989,850,1
20,13930,2813,725,1
35,99208,40873,850,1
29,27458,11147,838,1
29,97327,28516,721,1
33,18987,7632,740,1
26,184605,99132,698,1
26,128509,28400,850,1
22,36303,6970,850,1
21,162347,86043,690,1
23,94826,51300,624,1
31,259635,65168,674,1
33,66967,14397,766,1
19,73597,36136,673,1
45,117115,22720,788,1
34,74313,42061,809,1
35,97932,51512,600,1
26,2989,687,575,1
32,2595,1435,531,1
36,83461,43983,582,0
29,23224,4644,850,1
34,436,94,849,1
35,210438,107323,596,1
29,198651,69130,669,1
21,164151,77315,692,1
31,102152,30543,682,1
25,77094,27753,597,1
27,197417,45603,757,1
24,172866,31807,581,1
28,139787,29634,712,1
26,239105,115965,644,1
38,79363,40316,759,1
27,69935,13917,682,1
23,18894,6272,652,0
27,100271,52542,625,1
33,20462,11110,688,1
27,158192,44293,775,1
29,35913,16017,750,1
27,38276,13741,660,1
30,65835,11389,850,1
21,300435,74507,806,1
34,87188,38973,744,1
25,195473,54341,817,1
21,78313,33674,590,1
35,26859,9293,711,1
31,15448,3444,822,1
30,99528,32943,603,1
34,83058,43771,493,1
25,14808,4175,719,1
23,169881,41790,753,1
31,68659,16890,631,1
37,222274,53345,850,1
30,251538,90050,829,1
32,214023,53505,707,1
33,119827,35828,540,1
29,137186,76275,701,1
31,89805,44722,771,1
31,190736,95749,603,1
24,216339,72473,829,1
23,15285,4967,697,1
26,238680,98813,642,1
29,57722,22396,726,1
23,145850,41275,835,1
35,46886,11065,758,1
32,109070,43846,575,0
31,330487,69732,600,1
21,121283,23528,848,1
30,118306,56313,739,1
24,26592,6195,753,1
26,109671,30488,604,1
28,35166,12272,626,1
24,142624,42929,654,1
42,66405,34264,751,1
33,66695,25610,725,1
41,121106,27248,699,1
36,49670,23344,725,1
42,86044,28566,804,0
42,21786,6797,629,0
33,132824,27893,728,1
45,210756,76504,647,1
36,143005,79081,724,1
47,29748,11304,648,1
45,217042,69670,668,1
40,34111,9721,781,1
42,26893,10945,598,1
39,194017,99918,648,1
33,184404,95521,572,1
36,149258,33732,658,1
48,34545,9568,690,1
43,22103,9062,849,1
41,15700,3187,796,0
42,27016,7321,574,1
43,216872,39687,748,1
25,73914,30748,699,1
50,31557,16409,799,1
37,148863,76366,587,1
37,20504,10149,626,1
42,64342,32171,725,1
45,187597,98863,572,0
34,27434,13717,850,1
48,29613,13237,642,1
37,56418,21495,679,1
39,82984,33608,745,1
37,197326,102412,806,1
38,38766,16591,696,1
35,73720,22632,666,1
46,5669,1213,582,1
36,19748,7109,633,1
37,82471,40245,850,1
43,36701,19855,744,1
30,195525,108516,665,1
39,308784,172919,724,1
42,48232,23247,704,1
37,159818,43790,703,1
47,40499,16361,729,1
41,2324,917,850,1
34,176065,76588,777,1
42,192101,59359,601,1
43,87082,30652,637,1
49,5619,1320,809,1
42,144996,56983,800,1
43,30871,7007,829,1
45,79935,32453,780,0
38,263525,96977,601,1
41,61747,33775,811,1
32,81431,24266,607,1
33,270030,81009,845,1
39,69728,29494,749,0
42,94173,41906,850,1
46,96820,16943,704,1
42,267977,53595,742,1
