22,41404,6293,636,1
21,48938,15317,747,1
19,33984,9141,646,1
30,28653,5873,517,1
25,69148,20675,785,0
23,43231,10116,850,1
20,41603,15933,625,1
18,15345,3928,613,1
23,21123,2429,701,1
23,39718,19580,582,1
20,53535,25589,724,1
27,76202,12116,683,1
26,1570,708,801,1
24,63449,6281,547,1
19,29859,11674,795,1
19,23199,7864,850,1
19,29354,13062,731,1
27,63555,20528,705,1
22,2262,1058,850,1
18,41542,14955,754,1
23,47474,11156,746,1
18,28812,11179,677,1
20,86536,39114,664,1
18,19072,4481,810,1
19,76938,21388,772,1
28,65514,32363,657,1
25,52331,20880,645,1
18,72233,14157,750,1
18,49918,17970,768,1
24,55742,13155,620,1
20,78405,32773,761,1
23,38035,6694,617,1
24,30911,7325,579,1
27,36557,10747,850,1
21,31148,6354,612,1
24,94703,43184,644,1
27,31828,15595,850,1
23,3909,711,722,1
25,44771,18579,733,1
21,60918,20955,734,1
18,28726,6922,798,1
18,18409,8615,842,1
25,48439,7314,590,1
18,52864,21674,850,1
23,55411,26929,804,1
19,58745,5757,751,1
21,33481,12789,728,1
18,48280,4634,834,1
21,60239,19758,824,1
18,52038,22740,630,1
24,58073,12776,850,1
21,38119,16734,682,1
18,14948,3183,629,1
20,45546,13436,596,0
20,51049,19602,718,1
24,38888,14466,540,0
18,30531,3083,635,1
25,38203,16771,798,1
21,40483,19269,737,1
18,43422,15979,763,1
18,41328,16117,779,1
19,42197,6498,713,1
25,30021,13239,709,0
20,62722,8906,676,1
21,25600,4224,713,1
24,85688,40273,671,1
21,54931,15215,649,1
22,56058,8801,771,1
18,37694,11421,658,1
19,41189,8320,850,1
18,28085,9155,663,1
22,5028,2157,659,1
24,38488,10738,703,1
26,74181,13204,544,1
23,72440,19124,753,1
26,25032,4180,850,1
24,51178,24974,707,1
26,46565,8009,801,1
21,39098,8249,636,1
18,29948,12009,716,1
19,44924,17250,625,1
18,12633,2400,731,1
26,52754,15034,713,0
19,45444,16814,630,1
21,45539,10838,586,1
25,47196,20766,850,1
21,26591,12737,623,1
23,30531,8640,745,1
18,77045,31357,666,1
22,39546,10914,684,1
26,11928,3769,664,1
23,53089,22509,805,0
21,39561,11986,717,1
18,46230,18075,777,1
18,64620,10468,736,1
22,58783,6818,581,0
22,5064,1883,808,1
18,49475,13902,801,1
23,54791,11560,789,1
22,41687,10505,786,1
23,12013,1970,791,1
23,3446,878,680,1
18,43957,19165,709,1
21,28262,7574,850,0
18,47162,9951,690,1
24,61321,24405,542,1
27,78547,10996,663,1
24,36922,14510,815,1
18,73412,32961,815,1
20,50953,19718,850,1
23,68804,11971,704,1
28,47246,18992,603,1
20,37453,13445,775,1
21,47384,22649,752,1
19,49253,17534,797,1
22,71023,31889,817,1
25,50352,16263,629,1
18,37606,17712,750,0
18,35574,5087,850,1
23,6609,2802,571,1
20,77955,16370,850,1
18,32572,13028,715,1
19,31060,7423,566,1
22,39129,13773,608,0
24,45345,4670,770,1
24,40461,6878,625,1
23,89519,30346,687,0
24,8712,3441,728,1
22,63274,16577,749,1
23,39717,19064,701,1
19,47179,22834,765,1
19,49805,24155,850,1
21,39502,6478,727,1
23,42830,8009,710,1
23,35593,14166,778,1
20,42984,16806,763,1
20,30677,11994,541,1
18,56393,21090,709,1
19,30743,9099,648,1
22,54070,26115,710,1
21,39299,15876,553,1
23,1730,468,497,1
25,36970,16414,850,1
26,62082,17941,846,1
20,43217,6266,741,1
25,36863,5197,524,1
22,37572,10445,628,1
20,51035,15412,750,1
23,40631,7923,613,1
20,19389,8356,577,1
20,7524,2889,640,1
23,71182,20571,686,1
24,28232,8638,457,1
25,49178,15687,457,1
20,38315,4367,850,1
29,47709,20228,794,1
24,13559,5857,563,1
22,26005,7983,666,0
25,48961,22815,745,0
22,19640,6716,638,1
24,34629,13539,547,1
20,10612,2981,684,1
23,48428,20920,705,1
28,38282,6852,817,1
18,32848,14518,571,1
24,8041,2621,822,1
22,53211,20539,601,1
22,53130,14982,688,0
18,9207,2817,686,1
19,43349,8453,802,1
23,51457,13687,546,1
21,51715,16083,605,1
20,17587,4924,627,1
24,30087,5656,660,1
21,67756,22833,812,1
22,50432,5950,753,1
20,60148,23758,715,1
22,24217,3027,643,1
22,14827,1512,712,1
28,6922,3149,650,0
21,46848,16584,628,1
19,62305,29906,812,1
22,20384,5829,850,1
23,50548,11070,646,1
18,65761,10061,767,1
20,39823,6212,559,1
18,51359,14380,789,0
