20,28682,9952,654,0
20,13644,3683,765,1
23,8796,2630,662,1
23,21607,7670,753,0
21,34314,15887,677,1
21,4218,2433,558,1
26,37689,14736,473,1
22,28496,9232,686,0
22,26436,16919,669,1
19,42860,17144,535,0
20,7274,3993,521,1
22,16663,9581,781,0
21,39716,12311,697,1
18,27117,13558,603,1
23,38620,20314,748,1
21,38116,19019,584,1
23,12175,8084,566,1
22,11270,4237,502,1
22,29550,14095,780,0
24,30315,13247,749,1
20,40546,22259,639,1
24,9023,3925,670,1
24,28745,13596,554,1
21,17146,9224,680,0
22,44550,28690,675,0
25,37138,13555,830,1
28,8741,2403,441,1
21,30308,16366,850,1
23,49513,25202,598,1
21,62076,17567,690,0
21,13406,6327,494,0
20,42172,26441,548,0
22,24655,13683,626,0
23,22211,13015,491,1
21,12871,5174,445,0
24,32044,18265,616,1
19,48652,21066,697,1
23,59466,18256,658,1
19,57289,24748,681,0
21,30406,8148,621,1
20,25834,10876,694,1
20,29812,7959,735,1
22,11939,5360,575,1
24,16880,7646,662,1
19,11341,6872,649,1
22,36821,19625,566,1
22,42807,24357,448,0
19,24653,10280,792,1
21,10922,5209,651,0
20,25730,12221,574,0
24,31150,12709,850,0
22,43993,17377,595,1
21,25388,13938,741,1
23,24080,12738,616,1
22,47609,24137,643,0
21,34396,14411,706,1
24,26164,8058,652,1
22,33939,20057,663,1
21,43680,11575,761,1
24,22468,6425,683,1
20,26696,14709,660,1
24,36493,19012,673,1
19,26983,14516,626,1
25,19330,10689,439,1
21,41790,15127,548,1
18,10904,6476,652,1
21,19442,8360,669,0
22,32811,10794,579,1
23,13891,8806,571,1
23,42357,24990,666,1
22,46527,16098,604,1
21,49380,26122,850,0
21,12236,4551,580,1
23,2651,734,709,1
20,31663,14691,691,0
20,25842,8682,705,1
26,26491,11364,438,1
22,35883,16865,586,1
19,48197,14121,716,1
19,15370,6639,783,1
22,18956,9459,690,1
21,67559,38508,694,1
23,28151,7741,645,1
22,31173,16802,539,1
22,18360,4902,643,1
18,9290,2461,653,1
19,44622,14859,806,0
20,17036,6541,490,1
20,28956,12566,720,1
22,39010,16618,681,1
24,23282,9755,612,1
22,9309,6116,699,1
21,14254,5174,581,1
21,42774,20745,663,1
22,30188,13675,586,1
20,25507,12753,575,1
22,4048,1639,541,1
25,46634,20705,691,1
24,35319,10560,724,1
24,30414,11831,560,0
23,32229,21432,668,1
21,29103,10942,628,0
20,16999,6323,544,1
19,13233,7569,718,1
24,42447,11375,586,1
21,38153,12628,595,1
20,43502,23795,514,1
26,36791,20235,683,1
21,33299,16416,850,1
22,16017,7592,705,0
22,10612,6462,720,1
19,22089,7156,593,1
21,17906,10976,606,1
20,10793,6529,691,0
22,44671,14339,586,1
26,33339,10068,760,0
20,39529,13637,655,1
23,65818,34686,652,1
19,33138,19816,639,1
18,43963,14859,525,1
21,17388,7998,776,1
19,31031,14367,681,0
21,46822,14374,702,0
23,51925,19368,768,1
20,42222,16677,781,0
21,29706,18061,719,1
21,47608,24327,625,1
22,9198,3394,719,1
20,46780,15484,708,1
22,48484,20654,519,1
20,25141,8824,667,1
21,6852,4001,684,1
21,27921,12006,556,0
22,9365,4504,676,1
19,27541,13798,573,1
20,28285,10663,850,1
18,29591,11096,513,1
21,13025,7906,693,0
22,32131,14362,723,1
23,18752,7350,583,1
19,31014,19042,699,0
23,36520,13841,570,1
20,57819,22665,849,1
19,25630,16146,664,1
23,21041,10667,608,1
18,12533,6266,675,1
19,32484,13513,653,1
21,34590,17675,581,1
23,42773,19974,405,1
23,45306,25416,456,1
18,31758,8923,532,0
20,46799,19187,674,1
24,46985,16209,644,1
19,26553,16117,574,1
22,27367,11138,541,1
19,43580,19305,674,1
23,9651,6099,473,1
24,25556,9736,507,0
23,25912,16583,640,1
21,39772,21755,606,1
18,29769,16462,705,0
21,17081,6490,627,1
19,30833,11469,634,1
19,42452,23348,766,0
23,30357,14055,777,0
21,24198,10598,502,1
22,42260,16650,785,1
23,53212,20646,694,0
21,17117,10064,696,1
20,13571,6093,694,1
21,29142,13143,530,1
20,35111,22506,659,1
20,24803,16320,591,1
23,33520,11262,743,1
22,17179,11320,752,1
20,46827,26457,752,1
21,29578,17717,720,1
21,28538,17379,743,0
21,19409,10771,833,0
23,26109,10391,669,1
26,33512,20341,631,0
21,29905,13546,742,0
21,37546,14305,470,0
22,23401,12940,740,1
23,44815,15371,642,0
25,39251,14640,729,1
21,20796,8796,552,0
24,27007,11802,626,1
22,13489,4302,545,1
