24,52006,29331,745,0
19,43687,15028,710,0
23,31909,13561,569,1
19,62863,29168,716,1
18,100183,28351,661,1
25,41198,7786,735,1
23,38100,21450,686,1
22,9,4,739,0
27,38267,19516,687,1
24,31295,5601,850,1
24,58073,16318,694,1
26,22309,5733,661,1
20,43624,18365,567,1
25,51876,15614,656,1
22,21037,7867,610,1
21,90489,18007,725,1
25,16830,7708,659,1
20,2324,894,752,1
25,12358,4967,674,1
26,27799,12787,651,1
19,41273,16344,696,1
26,67511,29569,608,1
18,72284,15396,717,1
24,27205,6910,825,1
18,21379,9855,547,1
20,43317,10309,610,1
25,42170,19271,683,1
21,51998,13935,686,1
20,32710,14196,725,0
24,12088,5064,702,0
18,51016,11427,614,1
22,81613,21056,773,1
21,15425,3208,768,1
18,3251,802,699,1
19,55713,19443,795,1
18,36563,15137,607,1
24,69459,21740,731,0
22,67089,22944,680,1
18,32561,7293,731,1
24,1122,363,706,1
20,43587,22665,748,1
22,56234,26148,623,1
21,13809,3466,696,1
22,29235,16371,809,1
20,19381,5135,652,1
20,39423,17582,641,1
23,49934,12882,676,1
25,84616,15569,778,1
18,18950,9872,557,1
24,7308,3449,657,1
24,57718,30417,620,1
19,4901,2504,670,1
19,20896,7376,721,0
23,59009,30625,763,1
22,59865,23107,727,1
18,22376,11008,791,1
29,88834,18210,678,1
18,77482,39128,777,1
20,73937,32458,658,1
20,26341,13591,582,1
20,55652,31332,702,1
24,59632,22183,765,1
27,32769,16351,724,1
18,87994,38805,542,1
23,28491,9715,730,1
24,50707,26316,555,1
22,49677,17237,682,1
28,53966,13545,762,1
22,20778,10285,654,1
23,61920,34675,642,1
20,8029,1565,644,1
26,57050,19511,689,1
24,6160,1078,627,1
18,20813,6368,730,1
25,15434,3719,701,1
21,6295,2927,663,1
19,22155,11343,577,0
19,21215,3988,745,0
24,8302,2872,725,1
24,47412,23468,657,1
25,72078,30128,700,1
22,27522,9852,800,0
19,37904,16488,836,1
21,10750,3526,693,1
18,11929,5487,656,1
18,24804,12129,707,1
18,28251,5904,850,1
18,11950,6142,744,0
25,75925,33634,700,1
26,43709,23340,728,1
23,86803,24218,703,1
20,45221,17183,745,1
20,64704,34940,728,1
22,54973,18525,748,1
21,14284,2599,643,1
24,12150,3122,688,1
18,68072,35669,696,1
19,56054,20235,778,1
20,445,208,599,0
26,80023,30408,639,1
18,28184,9498,780,1
20,54787,31173,756,1
22,32039,16179,779,0
18,27790,15840,671,1
19,36893,10698,741,1
29,6528,3231,742,1
21,14712,3251,736,1
24,41348,8186,816,1
20,12472,3055,629,1
23,30378,10358,632,1
19,80359,37849,655,1
23,46051,19203,646,1
24,43436,22152,726,0
21,24189,12892,639,1
21,67793,26642,601,1
23,65833,23765,652,1
18,27670,13032,685,1
21,69794,27987,641,1
21,27711,7260,732,1
21,59,15,708,1
29,45523,13065,595,0
24,24202,8035,671,1
18,19229,5230,702,1
